issue_date,valid_date,precip_mm_mean,source,source_url
2019-11-03,2019-11-18,0.40765002369880676,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.11.03.tif
2019-11-15,2019-11-30,2.838134288787842,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.11.15.tif
2019-11-27,2019-12-12,0.8270602822303772,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.11.27.tif
2019-12-09,2019-12-24,4.001307487487793,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.12.09.tif
2019-12-21,2020-01-05,5.432427883148193,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.12.21.tif
2021-01-08,2021-01-23,0.0,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2021/c3g_2021.01.08.tif
2021-01-20,2021-02-04,1.2995145320892334,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2021/c3g_2021.01.20.tif
2021-02-01,2021-02-16,0.0,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2021/c3g_2021.02.01.tif
2021-02-13,2021-02-28,2.588169813156128,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2021/c3g_2021.02.13.tif
2021-02-25,2021-03-12,3.7360568046569824,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2021/c3g_2021.02.25.tif
2021-03-09,2021-03-24,10.86213493347168,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2021/c3g_2021.03.09.tif
2021-03-21,2021-04-05,1.4032779932022095,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2021/c3g_2021.03.21.tif
2021-04-02,2021-04-17,5.037397861480713,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2021/c3g_2021.04.02.tif
